EJS_SiteCode	EJS_UniqueFieldID	YrVisit	GridRef_OSGB36	X	Y
S8	S8_F7	2010_Visit2	NH71510040	271510	800400
S8	S8_F7	2010_Visit2	NH71630025	271630	800250
S8	S8_F7	2010_Visit2	NH71560044	271560	800440
S8	S8_F7	2010_Visit2	NH71780017	271780	800170
S8	S8_F7	2010_Visit3	NH71940029	271940	800290
S8	S8_F7	2010_Visit3	NH71970033	271970	800330
S8	S8_F7	2010_Visit3	NH71920030	271920	800300
S8	S8_F7	2010_Visit3	NH71720059	271720	800590
S8	S8_F8	2010_Visit2	NH71740058	271740	800580
S8	S8_F8	2010_Visit2	NH72020038	272020	800380
S8	S8_F8	2010_Visit3	NH71850063	271850	800630
S8	S8_F8	2010_Visit3	NH71860062	271860	800620
S8	S8_F8	2010_Visit3	NH71920057	271920	800570
S8	S8_F9	2010_Visit1	NH71880057	271880	800570
S8	S8_F9	2010_Visit1	NH71880065	271880	800650
S8	S8_F9	2010_Visit1	NH97402081	297400	820810
S8	S8_F9	2010_Visit2	NH97312072	297310	820720
S8	S8_F9	2010_Visit2	NH97412061	297410	820610
S8	S8_F9	2010_Visit3	NH97902085	297900	820850
S28	S28_F11	2010_Visit1	NH98142092	298140	820920
S28	S28_F11	2010_Visit1	NH98342096	298340	820960
S28	S28_F12	2010_Visit3	NH97952107	297950	821070
S28	S28_F17	2010_Visit1	NH98232093	298230	820930
S28	S28_F19	2010_Visit1	NH98312087	298310	820870
S28	S28_F19	2010_Visit1	NH98002097	298000	820970
S28	S28_F19	2010_Visit2	NH98212109	298210	821090
S28	S28_F19	2010_Visit2	NH98112097	298110	820970
S28	S28_F19	2010_Visit2	NH97972098	297970	820980
S28	S28_F19	2010_Visit2	NH98612103	298610	821030
S28	S28_F19	2010_Visit2	NH97872119	297870	821190
S28	S28_F19	2010_Visit3	NH98182136	298180	821360
S28	S28_F19	2010_Visit3	NH98162127	298160	821270
S28	S28_F20	2010_Visit2	NH97972119	297970	821190
S28	S28_F21	2010_Visit1	NH98102124	298100	821240
S28	S28_F21	2010_Visit1	NH96882048	296880	820480
S28	S28_F21	2010_Visit1	NH96882053	296880	820530
S28	S28_F21	2010_Visit2	NH96972030	296970	820300
S28	S28_F21	2010_Visit3	NH97202060	297200	820600
S28	S28_F4	2010_Visit1	NH96932079	296930	820790
S28	S28_F4	2010_Visit2	NH96972069	296970	820690
S28	S28_F4	2010_Visit3	NH97502107	297500	821070
S28	S28_F6b	2010_Visit1	NH97312106	297310	821060
S28	S28_F7	2010_Visit1	NH97292104	297290	821040
S28	S28_F7	2010_Visit2	NH97502112	297500	821120
S28	S28_F8a	2010_Visit1	NH97392102	297390	821020
S28	S28_F8a	2010_Visit1	NH97212104	297210	821040
S28	S28_F8a	2010_Visit1	NH97112088	297110	820880
S28	S28_F8a	2010_Visit1	NH97362106	297360	821060
S28	S28_F8a	2010_Visit2	NH97152085	297150	820850
S28	S28_F8a	2010_Visit2	NH97172096	297170	820960
S28	S28_F8a	2010_Visit2	NH97272092	297270	820920
S28	S28_F8a	2010_Visit2	NH97262086	297260	820860
S28	S28_F8a	2010_Visit3	NH97412092	297410	820920
S28	S28_F8a	2010_Visit3	NH97482101	297480	821010
S28	S28_F8a	2010_Visit3	NH97532105	297530	821050
S28	S28_F8a	2010_Visit3	NH97392088	297390	820880
S28	S28_F8b	2010_Visit1	NH97782110	297780	821100
S28	S28_F8b	2010_Visit2	NH97652115	297650	821150
S28	S28_F8b	2010_Visit3	NH97722110	297720	821100
S28	S28_F8b	2010_Visit3	NH97692150	297690	821500
S28	S28_F9	2010_Visit1	NH97742147	297740	821470
S28	S28_F9	2010_Visit1	NH97332131	297330	821310
S28	S28_F9	2010_Visit1	NH96712121	296710	821210
S27	S27_F4	2010_Visit2	NH96732124	296730	821240
S27	S27_F4	2010_Visit2	NH96482083	296480	820830
S27	S27_F5	2010_Visit3	NH96172461	296170	824610
S27	S27_F8	2010_Visit1	NH96132474	296130	824740
S27	S27_F8	2010_Visit1	NH96182475	296180	824750
S27	S27_F9	2010_Visit3	NH96142475	296140	824750
S37	S37_F10	2010_Visit3	NH96062480	296060	824800
S37	S37_F11	2010_Visit2	NH96272419	296270	824190
S37	S37_F11	2010_Visit3	NH96302421	296300	824210
S37	S37_F11	2010_Visit3	NH96842506	296840	825060
S37	S37_F11	2010_Visit3	NH96922504	296920	825040
S37	S37_F12	2010_Visit1	NH96902509	296900	825090
S37	S37_F12	2010_Visit1	NH96862508	296860	825080
S37	S37_F2	2010_Visit1	NH96132504	296130	825040
S37	S37_F2	2010_Visit2	NH96772496	296770	824960
S37	S37_F2	2010_Visit2	NH96682495	296680	824950
S37	S37_F2	2010_Visit3	NH96792498	296790	824980
S37	S37_F22	2010_Visit1	NH96742490	296740	824900
S37	S37_F4	2010_Visit1	NH96672493	296670	824930
S37	S37_F4	2010_Visit2	NH96682491	296680	824910
S37	S37_F4	2010_Visit2	NH96832496	296830	824960
S37	S37_F4	2010_Visit3	NH96782472	296780	824720
S37	S37_F4	2010_Visit3	NH96772474	296770	824740
S37	S37_F4	2010_Visit3	NH96772477	296770	824770
S37	S37_F4	2010_Visit3	NH96752476	296750	824760
S37	S37_F5	2010_Visit1	NH96742480	296740	824800
S37	S37_F5	2010_Visit1	NH96732478	296730	824780
S37	S37_F5	2010_Visit1	NH96872461	296870	824610
S37	S37_F5	2010_Visit1	NH96432461	296430	824610
S37	S37_F5	2010_Visit2	NH96472471	296470	824710
S37	S37_F5	2010_Visit2	NH96582487	296580	824870
S37	S37_F5	2010_Visit2	NH96462494	296460	824940
S37	S37_F7	2010_Visit1	NN67089449	267080	794490
S37	S37_F7	2010_Visit1	NH73270016	273270	800160
S37	S37_F8	2010_Visit2	NH73470072	273470	800720
S37	S37_F9	2010_Visit1	NH73420082	273420	800820
S4	S4_F3	2010_Visit1	NH73160063	273160	800630
S9	S9_F4	2005_Visit1	NH73220012	273220	800120
S9	S9_F4	2005_Visit1	NH73400083	273400	800830
S9	S9_F4	2005_Visit2	NH73230013	273230	800130
S9	S9_F4	2005_Visit2	NH73360073	273360	800730
S9	S9_F4	2005_Visit2	NH73490018	273490	800180
S9	S9_F4	2005_Visit2	NH73300013	273300	800130
S9	S9_F4	2005_Visit2	NH73240068	273240	800680
S9	S9_F4	2005_Visit3	NH73470027	273470	800270
S9	S9_F4	2005_Visit3	NH73310012	273310	800120
S9	S9_F4	2005_Visit3	NH73590037	273590	800370
S9	S9_F4	2005_Visit3	NJ00512353	300510	823530
S9	S9_F4	2005_Visit3	NJ00482347	300480	823470
S9	S9_F4	2005_Visit3	NJ00522360	300520	823600
S9	S9_F4	2005_Visit3	NJ00472346	300470	823460
S32	S32_F10	2005_Visit1	NJ00472345	300470	823450
S32	S32_F10	2005_Visit2	NJ00212345	300210	823450
S32	S32_F10	2005_Visit2	NJ00362362	300360	823620
S32	S32_F10	2005_Visit2	NJ00532348	300530	823480
S32	S32_F10	2005_Visit2	NJ00662333	300660	823330
S32	S32_F12	2005_Visit1	NJ00792345	300790	823450
S32	S32_F12	2005_Visit2	NJ00512342	300510	823420
S32	S32_F13	2005_Visit1	NJ00712349	300710	823490
S32	S32_F13	2005_Visit2	NJ00542352	300540	823520
S32	S32_F13	2005_Visit2	NJ00802345	300800	823450
S32	S32_F13	2005_Visit2	NJ00532339	300530	823390
S32	S32_F13	2005_Visit2	NJ00642320	300640	823200
S32	S32_F13	2005_Visit2	NJ00672327	300670	823270
S32	S32_F13	2005_Visit2	NJ00452334	300450	823340
S32	S32_F13	2005_Visit2	NJ00522335	300520	823350
S32	S32_F14	2005_Visit1	NJ00512318	300510	823180
S32	S32_F14	2005_Visit1	NJ00482320	300480	823200
S32	S32_F14	2005_Visit1	NJ00482335	300480	823350
S32	S32_F14	2005_Visit1	NJ00622318	300620	823180
S32	S32_F14	2005_Visit1	NJ00692317	300690	823170
S32	S32_F14	2005_Visit1	NJ00802331	300800	823310
S32	S32_F14	2005_Visit2	NJ00932320	300930	823200
S32	S32_F14	2005_Visit2	NJ00812331	300810	823310
S32	S32_F15	2005_Visit2	NJ00802328	300800	823280
S32	S32_F16	2005_Visit1	NJ00802331	300800	823310
S32	S32_F16	2005_Visit2	NJ00852338	300850	823380
S32	S32_F16	2005_Visit2	NJ00892343	300890	823430
S32	S32_F16	2005_Visit2	NJ00842338	300840	823380
S32	S32_F16	2005_Visit2	NJ00872342	300870	823420
S32	S32_F17	2005_Visit2	NJ00992319	300990	823190
S32	S32_F17	2005_Visit2	NJ01102334	301100	823340
S32	S32_F17	2005_Visit2	NJ01132328	301130	823280
S32	S32_F17	2005_Visit2	NJ01192404	301190	824040
S32	S32_F18	2005_Visit2	NJ01212401	301210	824010
S32	S32_F18	2005_Visit2	NJ01082385	301080	823850
S32	S32_F18	2005_Visit2	NJ01062347	301060	823470
S32	S32_F3	2005_Visit1	NJ00972350	300970	823500
S32	S32_F3	2005_Visit2	NJ00842348	300840	823480
S32	S32_F4	2005_Visit2	NJ00832351	300830	823510
S32	S32_F5	2005_Visit1	NH94972475	294970	824750
S32	S32_F6	2005_Visit2	NH94812464	294810	824640
S32	S32_F8	2005_Visit1	NH94602440	294600	824400
S32	S32_F8	2005_Visit2	NH94882467	294880	824670
S44B	S44B_F12	2005_Visit1	NH94712453	294710	824530
S44B	S44B_F12	2005_Visit1	NH94882464	294880	824640
S44B	S44B_F12	2005_Visit1	NH94972477	294970	824770
S44B	S44B_F12	2005_Visit1	NH94502437	294500	824370
S44B	S44B_F12	2005_Visit1	NH94512438	294510	824380
S44B	S44B_F12	2005_Visit2	NJ08602026	308600	820260
S44B	S44B_F12	2005_Visit2	NJ07482087	307480	820870
S44B	S44B_F12	2005_Visit2	NJ07492081	307490	820810
S44B	S44B_F12	2005_Visit3	NJ07482076	307480	820760
S33	S33_F1	2005_Visit1	NJ07522093	307520	820930
S33	S33_F10	2005_Visit2	NJ07512084	307510	820840
S33	S33_F10	2005_Visit2	NJ07532100	307530	821000
S33	S33_F10	2005_Visit2	NJ07512098	307510	820980
S33	S33_F10	2005_Visit2	NJ07532097	307530	820970
S33	S33_F10	2005_Visit2	NJ07252112	307250	821120
S33	S33_F10	2005_Visit3	NJ07232099	307230	820990
S33	S33_F10	2005_Visit3	NJ07412100	307410	821000
S33	S33_F10	2005_Visit3	NJ06982106	306980	821060
S33	S33_F11	2005_Visit2	NJ06992108	306990	821080
S33	S33_F11	2005_Visit2	NJ07042105	307040	821050
S33	S33_F11	2005_Visit2	NJ07342097	307340	820970
S33	S33_F11	2005_Visit3	NJ07042109	307040	821090
S33	S33_F11	2005_Visit3	NJ06942095	306940	820950
S33	S33_F11	2005_Visit3	NJ06942087	306940	820870
S33	S33_F11	2005_Visit3	NJ06952099	306950	820990
S33	S33_F11	2005_Visit3	NJ07242084	307240	820840
S33	S33_F12	2005_Visit2	NJ07232082	307230	820820
S33	S33_F12	2005_Visit2	NJ06462127	306460	821270
S33	S33_F12	2005_Visit2	NJ06492127	306490	821270
S33	S33_F12	2005_Visit3	NJ06662122	306660	821220
S33	S33_F12	2005_Visit3	NJ06632098	306630	820980
S33	S33_F13	2005_Visit1	NJ06642032	306640	820320
S33	S33_F13	2005_Visit1	NJ06962034	306960	820340
S33	S33_F13	2005_Visit2	NJ06982033	306980	820330
S33	S33_F14	2005_Visit2	NJ06732042	306730	820420
S33	S33_F15	2005_Visit1	NJ06992034	306990	820340
S33	S33_F15	2005_Visit1	NH73330122	273330	801220
S33	S33_F15	2005_Visit1	NH73170125	273170	801250
S33	S33_F15	2005_Visit3	NH73370114	273370	801140
S33	S33_F15	2005_Visit3	NH72970098	272970	800980
S9	S9_F3	2005_Visit1	NH72760056	272760	800560
S9	S9_F3	2005_Visit3	NH72760053	272760	800530
S9	S9_F3	2005_Visit3	NH72810086	272810	800860
S9	S9_F2	2005_Visit1	NH72910106	272910	801060
S9	S9_F2	2005_Visit1	NH72630068	272630	800680
S9	S9_F2	2005_Visit1	NH72800060	272800	800600
S9	S9_F2	2005_Visit1	NH72950106	272950	801060
S9	S9_F2	2005_Visit1	NH72880086	272880	800860
S9	S9_F2	2005_Visit1	NH73030089	273030	800890
S9	S9_F2	2005_Visit2	NH72820110	272820	801100
S9	S9_F2	2005_Visit2	NH72700068	272700	800680
S9	S9_F2	2005_Visit2	NH72860051	272860	800510
S9	S9_F2	2005_Visit2	NH72930119	272930	801190
S9	S9_F2	2005_Visit2	NH72740090	272740	800900
S9	S9_F2	2005_Visit2	NH73030091	273030	800910
S9	S9_F2	2005_Visit2	NH72820094	272820	800940
S9	S9_F2	2005_Visit2	NH72820090	272820	800900
S9	S9_F2	2005_Visit2	NJ06002094	306000	820940
S9	S9_F2	2005_Visit2	NJ05932087	305930	820870
S9	S9_F2	2005_Visit3	NJ05972115	305970	821150
S9	S9_F2	2005_Visit3	NJ06002114	306000	821140
S33	S33_F18	2005_Visit1	NJ06012091	306010	820910
S33	S33_F18	2005_Visit1	NJ05982086	305980	820860
S33	S33_F18	2005_Visit1	NJ05932084	305930	820840
S33	S33_F18	2005_Visit1	NJ05692130	305690	821300
S33	S33_F18	2005_Visit1	NJ05462076	305460	820760
S33	S33_F18	2005_Visit1	NJ06112098	306110	820980
S33	S33_F18	2005_Visit1	NJ04802128	304800	821280
S33	S33_F18	2005_Visit2	NJ05482073	305480	820730
S33	S33_F18	2005_Visit2	NJ06532040	306530	820400
S33	S33_F18	2005_Visit2	NJ06462052	306460	820520
S33	S33_F18	2005_Visit2	NJ05052104	305050	821040
S33	S33_F18	2005_Visit2	NJ05662127	305660	821270
S33	S33_F18	2005_Visit2	NJ05972046	305970	820460
S33	S33_F18	2005_Visit2	NJ05612063	305610	820630
S33	S33_F18	2005_Visit2	NJ04591999	304590	819990
S33	S33_F18	2005_Visit2	NJ05632065	305630	820650
S33	S33_F18	2005_Visit3	NJ05532057	305530	820570
S33	S33_F18	2005_Visit3	NJ05652086	305650	820860
S33	S33_F18	2005_Visit3	NJ05632088	305630	820880
S33	S33_F18	2005_Visit3	NJ05282062	305280	820620
S33	S33_F18	2005_Visit3	NJ05242065	305240	820650
S33	S33_F19	2005_Visit1	NJ05242062	305240	820620
S33	S33_F19	2005_Visit1	NJ05142067	305140	820670
S33	S33_F20	2005_Visit2	NJ05222073	305220	820730
S33	S33_F20	2005_Visit2	NJ04782148	304780	821480
S33	S33_F20	2005_Visit3	NJ04782151	304780	821510
S33	S33_F20	2005_Visit3	NJ05062128	305060	821280
S33	S33_F20	2005_Visit3	NJ05042127	305040	821270
S33	S33_F21	2005_Visit1	NH73040017	273040	800170
S33	S33_F21	2005_Visit1	NH73030018	273030	800180
S33	S33_F21	2005_Visit2	NH72740042	272740	800420
S33	S33_F21	2005_Visit2	NH73030001	273030	800010
S9	S9_F7	2005_Visit1	NH73130021	273130	800210
S9	S9_F7	2005_Visit2	NH73050043	273050	800430
S9	S9_F7	2005_Visit2	NH73030043	273030	800430
S9	S9_F7	2005_Visit2	NH73060039	273060	800390
S9	S9_F6	2005_Visit1	NH72910043	272910	800430
S9	S9_F6	2005_Visit1	NH72930041	272930	800410
S9	S9_F6	2005_Visit2	NH73250040	273250	800400
S9	S9_F6	2005_Visit2	NH73360040	273360	800400
S9	S9_F6	2005_Visit3	NJ04261997	304260	819970
S9	S9_F6	2005_Visit3	NJ04231993	304230	819930
S9	S9_F5	2005_Visit1	NJ04291974	304290	819740
S9	S9_F5	2005_Visit3	NJ04161971	304160	819710
S33	S33_F24	2005_Visit1	NJ04281979	304280	819790
S33	S33_F24	2005_Visit1	NJ04201971	304200	819710
S33	S33_F25	2005_Visit1	NJ03882009	303880	820090
S33	S33_F25	2005_Visit2	NJ03842008	303840	820080
S33	S33_F25	2005_Visit2	NJ03622017	303620	820170
S33	S33_F25	2005_Visit2	NJ03902005	303900	820050
S33	S33_F26	2005_Visit1	NJ03882015	303880	820150
S33	S33_F26	2005_Visit1	NJ03792024	303790	820240
S33	S33_F26	2005_Visit1	NJ03822008	303820	820080
S33	S33_F26	2005_Visit1	NJ08312056	308310	820560
S33	S33_F26	2005_Visit2	NJ08332059	308330	820590
S33	S33_F26	2005_Visit2	NJ08252050	308250	820500
S33	S33_F26	2005_Visit2	NH72100123	272100	801230
S33	S33_F3	2005_Visit2	NH72180105	272180	801050
S33	S33_F3	2005_Visit2	NH72090122	272090	801220
S33	S33_F3	2005_Visit3	NH72180088	272180	800880
S9	S9_F1	2005_Visit1	NH72200089	272200	800890
S9	S9_F1	2005_Visit1	NH72210105	272210	801050
S9	S9_F1	2005_Visit1	NH72410103	272410	801030
S9	S9_F1	2005_Visit2	NH72300097	272300	800970
S9	S9_F1	2005_Visit2	NH72280098	272280	800980
S9	S9_F1	2005_Visit2	NJ08122073	308120	820730
S9	S9_F1	2005_Visit2	NJ08132069	308130	820690
S9	S9_F1	2005_Visit3	NJ08122066	308120	820660
S9	S9_F1	2005_Visit3	NJ08132070	308130	820700
S33	S33_F5	2005_Visit1	NJ08192075	308190	820750
S33	S33_F5	2005_Visit1	NJ08192070	308190	820700
S33	S33_F5	2005_Visit2	NJ08182065	308180	820650
S33	S33_F5	2005_Visit3	NJ07992082	307990	820820
S33	S33_F5	2005_Visit3	NJ07962080	307960	820800
S33	S33_F5	2005_Visit3	NJ07722070	307720	820700
S33	S33_F5	2005_Visit3	NJ07752069	307750	820690
S33	S33_F6	2005_Visit1	NJ08072076	308070	820760
S33	S33_F6	2005_Visit1	NJ08022081	308020	820810
S33	S33_F6	2005_Visit2	NJ07892067	307890	820670
S33	S33_F6	2005_Visit2	NJ07782079	307780	820790
S33	S33_F6	2005_Visit2	NJ07772081	307770	820810
S33	S33_F6	2005_Visit2	NJ07702081	307700	820810
S33	S33_F6	2005_Visit3	NJ07612081	307610	820810
S33	S33_F7	2005_Visit2	NJ07612084	307610	820840
S33	S33_F7	2005_Visit2	NH94021937	294020	819370
S33	S33_F8	2005_Visit2	NH93931950	293930	819500
S33	S33_F9	2005_Visit1	NH94171968	294170	819680
S33	S33_F9	2005_Visit2	NH93901944	293900	819440
S25	S25_F1	2005_Visit1	NH93871935	293870	819350
S25	S25_F1	2005_Visit1	NH93911947	293910	819470
S25	S25_F1	2005_Visit1	NH93941946	293940	819460
S25	S25_F1	2005_Visit1	NH93741954	293740	819540
S25	S25_F1	2005_Visit1	NH93801959	293800	819590
S25	S25_F1	2005_Visit2	NH93381971	293380	819710
S25	S25_F1	2005_Visit3	NH93361971	293360	819710
S25	S25_F10	2005_Visit2	NH93411955	293410	819550
S25	S25_F10	2005_Visit2	NH93481961	293480	819610
S25	S25_F13	2005_Visit3	NH93631950	293630	819500
S25	S25_F13	2005_Visit3	NH93691946	293690	819460
S25	S25_F15	2005_Visit1	NH93511958	293510	819580
S25	S25_F15	2005_Visit2	NH93601948	293600	819480
S25	S25_F15	2005_Visit2	NH93611955	293610	819550
S25	S25_F15	2005_Visit2	NH93291944	293290	819440
S25	S25_F15	2005_Visit2	NH93241942	293240	819420
S25	S25_F15	2005_Visit3	NH93291927	293290	819270
S25	S25_F15	2005_Visit3	NH93231939	293230	819390
S25	S25_F16	2005_Visit1	NH93311939	293310	819390
S25	S25_F16	2005_Visit1	NH93211941	293210	819410
S25	S25_F16	2005_Visit1	NH93441937	293440	819370
S25	S25_F16	2005_Visit1	NH93171953	293170	819530
S25	S25_F16	2005_Visit1	NH93471937	293470	819370
S25	S25_F16	2005_Visit1	NH93341938	293340	819380
S25	S25_F16	2005_Visit2	NH93191948	293190	819480
S25	S25_F16	2005_Visit2	NH93451944	293450	819440
S25	S25_F16	2005_Visit2	NH93211939	293210	819390
S25	S25_F16	2005_Visit2	NH93251951	293250	819510
S25	S25_F16	2005_Visit2	NH93151955	293150	819550
S25	S25_F16	2005_Visit2	NH93211952	293210	819520
S25	S25_F16	2005_Visit2	NH93241953	293240	819530
S25	S25_F16	2005_Visit2	NH93261937	293260	819370
S25	S25_F16	2005_Visit2	NH93241939	293240	819390
S25	S25_F16	2005_Visit2	NH93191956	293190	819560
S25	S25_F16	2005_Visit2	NH93201954	293200	819540
S25	S25_F16	2005_Visit3	NH93241936	293240	819360
S25	S25_F16	2005_Visit3	NH93211941	293210	819410
S25	S25_F16	2005_Visit3	NH93221958	293220	819580
S25	S25_F16	2005_Visit3	NH93241954	293240	819540
S25	S25_F16	2005_Visit3	NH93261940	293260	819400
S25	S25_F16	2005_Visit3	NH93261957	293260	819570
S25	S25_F16	2005_Visit3	NH93731942	293730	819420
S25	S25_F16	2005_Visit3	NH93501926	293500	819260
S25	S25_F16	2005_Visit3	NH93721937	293720	819370
S25	S25_F16	2005_Visit3	NH93671932	293670	819320
S25	S25_F17	2005_Visit1	NH93711944	293710	819440
S25	S25_F17	2005_Visit1	NH93631926	293630	819260
S25	S25_F17	2005_Visit1	NH93581929	293580	819290
S25	S25_F17	2005_Visit1	NH93491926	293490	819260
S25	S25_F17	2005_Visit2	NH93261926	293260	819260
S25	S25_F17	2005_Visit2	NH93221920	293220	819200
S25	S25_F17	2005_Visit2	NH93201923	293200	819230
S25	S25_F17	2005_Visit3	NH93241927	293240	819270
S25	S25_F18	2005_Visit1	NH93231924	293230	819240
S25	S25_F18	2005_Visit1	NH93071926	293070	819260
S25	S25_F18	2005_Visit1	NH93191920	293190	819200
S25	S25_F18	2005_Visit1	NH93211922	293210	819220
S25	S25_F18	2005_Visit1	NH93261923	293260	819230
S25	S25_F18	2005_Visit1	NH93051920	293050	819200
S25	S25_F18	2005_Visit1	NH93061922	293060	819220
S25	S25_F18	2005_Visit2	NH93071917	293070	819170
S25	S25_F18	2005_Visit2	NH93181922	293180	819220
S25	S25_F18	2005_Visit2	NH93221920	293220	819200
S25	S25_F18	2005_Visit2	NH93121923	293120	819230
S25	S25_F18	2005_Visit2	NH93261920	293260	819200
S25	S25_F18	2005_Visit2	NH93171927	293170	819270
S25	S25_F18	2005_Visit2	NH93251923	293250	819230
S25	S25_F18	2005_Visit2	NH93291919	293290	819190
S25	S25_F18	2005_Visit2	NH93141940	293140	819400
S25	S25_F18	2005_Visit3	NH93051934	293050	819340
S25	S25_F18	2005_Visit3	NH93151936	293150	819360
S25	S25_F18	2005_Visit3	NH93111934	293110	819340
S25	S25_F19	2005_Visit1	NH93121932	293120	819320
S25	S25_F19	2005_Visit1	NH86220890	286220	808900
S25	S25_F19	2005_Visit2	NH86020910	286020	809100
S25	S25_F19	2005_Visit2	NH86020902	286020	809020
S25	S25_F19	2005_Visit3	NH86030904	286030	809040
S19	S19_F4	2005_Visit2	NH85970935	285970	809350
S19	S19_F3	2005_Visit2	NH97742641	297740	826410
S19	S19_F3	2005_Visit1	NH97782641	297780	826410
S19	S19_F3	2005_Visit3	NH97822640	297820	826400
S19	S19_F2	2005_Visit2	NH97622636	297620	826360
S41	S41_F1	2000_Visit2	NH97532643	297530	826430
S41	S41_F1	2000_Visit2	NH97782646	297780	826460
S41	S41_F1	2000_Visit3	NH97792737	297790	827370
S41	S41_F1	2000_Visit1	NH97752736	297750	827360
S41	S41_F1	2000_Visit1	NH97462619	297460	826190
S41	S41_F1	2000_Visit2	NH97722737	297720	827370
S41	S41_F2	2015_VisitOUT OF SEASON	NH97472632	297470	826320
S41	S41_F2	2015_VisitOUT OF SEASON	NH97812648	297810	826480
S41	S41_F2	2005_Visit1	NH97822649	297820	826490
S41	S41_F2	2015_VisitOUT OF SEASON	NH97782650	297780	826500
S41	S41_F2	2005_Visit2	NH97822653	297820	826530
S41	S41_F3	2005_Visit1	NH97812648	297810	826480
S41	S41_F3	2000_Visit1	NH98092677	298090	826770
S41	S41_F3	2000_Visit2	NH97652659	297650	826590
S41	S41_F3	2000_Visit3	NH97672661	297670	826610
S41	S41_F3	2005_Visit2	NN65989450	265980	794500
S41	S41_F4	2015_VisitOUT OF SEASON	NN65969448	265960	794480
S41	S41_F4	2005_Visit2	NN65759439	265750	794390
S41	S41_F4	2005_Visit3	NN66069445	266060	794450
S3	S3_F13	2005_Visit1	NN66029454	266020	794540
S3	S3_F13	2005_Visit2	NN66239435	266230	794350
S3	S3_F13	2005_Visit2	NN66229439	266220	794390
S3	S3_F14	2005_Visit2	NH97652662	297650	826620
S3	S3_F14	2005_Visit3	NH97732661	297730	826610
S3	S3_F15	2005_Visit2	NH97732648	297730	826480
S3	S3_F15	2005_Visit3	NH97712666	297710	826660
S41	S41_F4	2000_Visit1	NH97572655	297570	826550
S41	S41_F4	2000_Visit1	NH97802663	297800	826630
S41	S41_F4	2000_Visit1	NH97762655	297760	826550
S41	S41_F4	2000_Visit1	NH97702648	297700	826480
S41	S41_F4	2000_Visit1	NH97572660	297570	826600
S41	S41_F4	2000_Visit1	NH97702665	297700	826650
S41	S41_F4	2000_Visit1	NH97772656	297770	826560
S41	S41_F4	2000_Visit1	NJ06662024	306660	820240
S41	S41_F4	2000_Visit1	NJ06412006	306410	820060
S41	S41_F4	2000_Visit1	NJ06852005	306850	820050
S41	S41_F4	2000_Visit2	NJ06722010	306720	820100
S33	S33_F16	2005_Visit1	NJ06722022	306720	820220
S33	S33_F16	2005_Visit1	NJ06752007	306750	820070
S33	S33_F16	2005_Visit1	NJ06732022	306730	820220
S33	S33_F16	2005_Visit2	NJ06932020	306930	820200
S33	S33_F16	2005_Visit2	NJ07002020	307000	820200
S33	S33_F16	2005_Visit2	NJ06902020	306900	820200
S33	S33_F16	2005_Visit2	NJ06692023	306690	820230
S33	S33_F16	2005_Visit2	NJ06482009	306480	820090
S33	S33_F16	2005_Visit2	NJ07152016	307150	820160
S33	S33_F16	2005_Visit2	NJ07182014	307180	820140
S33	S33_F16	2005_Visit3	NJ07092012	307090	820120
S33	S33_F16	2005_Visit3	NJ07092015	307090	820150
S33	S33_F17	2005_Visit1	NJ08222061	308220	820610
S33	S33_F17	2005_Visit1	NJ08212059	308210	820590
S33	S33_F17	2005_Visit2	NJ08202057	308200	820570
S33	S33_F17	2005_Visit2	NJ08232063	308230	820630
S33	S33_F4	2005_Visit2	NN65239402	265230	794020
S33	S33_F4	2005_Visit2	NN66039400	266030	794000
S33	S33_F4	2005_Visit2	NN66079402	266070	794020
S33	S33_F4	2005_Visit3	NJ00022164	300020	821640
S3	S3_F22	2005_Visit1	NJ00202155	300200	821550
S3	S3_F25	2005_Visit3	NJ00102161	300100	821610
S3	S3_F25	2005_Visit3	NH99502204	299500	822040
S30	S30_F4	2005_Visit1	NH99572211	299570	822110
S30	S30_F4	2005_Visit1	NH99472211	299470	822110
S30	S30_F4	2005_Visit2	NH94241933	294240	819330
S30	S30_F6	2005_Visit1	NH94241938	294240	819380
S30	S30_F6	2005_Visit2	NH94201935	294200	819350
S30	S30_F6	2005_Visit2	NH94351952	294350	819520
S25	S25_F2	2005_Visit2	NH99912169	299910	821690
S25	S25_F2	2005_Visit2	NJ06612927	306610	829270
S25	S25_F2	2005_Visit3	NJ06602931	306600	829310
S25	S25_F2	2005_Visit3	NJ06432846	306430	828460
S30	S30_F9	2005_Visit2	NJ06502840	306500	828400
S36B	S36B_F1	2000_Visit2	NJ06202845	306200	828450
S36B	S36B_F1	2000_Visit2	NJ06352851	306350	828510
S36A	S36A_F2	2005_Visit1	NJ00502495	300500	824950
S36A	S36A_F2	2005_Visit3	NJ00882410	300880	824100
S36A	S36A_F4	2005_Visit1	NJ00862411	300860	824110
S36A	S36A_F5	2005_Visit1	NJ00642450	300640	824500
S42	S42_F1	2005_Visit1	NJ00842413	300840	824130
S42	S42_F10	2005_Visit1	NJ00732414	300730	824140
S42	S42_F10	2005_Visit1	NJ01182506	301180	825060
S42	S42_F10	2005_Visit1	NJ01052477	301050	824770
S42	S42_F10	2005_Visit1	NJ01232499	301230	824990
S42	S42_F11	2005_Visit2	NJ00972483	300970	824830
S42	S42_F7	2005_Visit1	NJ01072441	301070	824410
